name,type,description,abbrev,url,contact_info,year_founded,date_start,date_end,sphere,Recurs,Region,Country,State,City
The TelCo Action Plan,Research & Advocacy,"""In early 2011, Access (AccessNow.org) drafted a 5-step Action Plan to assist telcos seeking to 
conduct their operations in a way that ensures the protection of fundamental human rights. The 
initial Telco Action Plan was developed, in part, as a reaction to the responses of several companies 
to requests received from Middle Eastern and North African (“MENA”) governments during the 
Arab Spring uprisings. 
Nearly a year later, Access has drafted this revised Action Plan as a platform for continued dialogue 
with telcos seeking to operate in political and legal contexts that pose threats to the rights of 
freedom of expression, access to information, and privacy. This iteration further aims to guide 
companies, in a pragmatic manner, on how to mitigate the risks associated with operating in all 
countries, including those with a high propensity for human rights abuses. Benefits will include 
less liability for the companies and their investors, enhanced relationships with customers, and 
smoother and more predictable relations with host countries, particularly during times of crisis. """,,https://s3.amazonaws.com/access.3cdn.net/1f9ab2891a86f3f081_uom6iil1w.pdf,,2012,,,Global,,,,,
World Summit on the Information Society in Tunis,Initiatives & Events,,,,,,,,,,,,,
Information Technology & Innovation Foundation,Actor,,,,,,,,,,,,,
Internet Corporation for Assigned Names and Numbers,Actor,"“ICANN is a not-for-profit, public-benefit organization formed in 1998. Its staff operates the Internet’s Domain Name System, coordinates allocation and assignment of the Internet’s unique identifiers, such as Internet Protocol addresses, accredits generic top-level domain (gTLD) name registrars, and helps facilitate the voices of volunteers worldwide who are dedicated to keeping the Internet secure, stable and interoperable. ICANN promotes competition in the domain name space and helps develop Internet policy.”",ICANN,icann.org,,1998,,,Global,,,,,
"Google, Inc.",Actor,"""Google’s mission is to organize the world’s information and make it universally accessible and useful.""",,https://www.google.com/intl/en/about/,,,,,Global,,,,,
Internet Engineering Task Force,Actor,"Open standards body; created IPv6; The mission of the IETF is to make the Internet work better by producing high quality, relevant technical documents that influence the way people design, use, and manage the Internet.",IETF,http://www.ietf.org/rfc/rfc3935.txt,,1/16/1986,,,Global,,,,,
Internet Society,Actor,"""The Internet Society is a global cause-driven organization governed by a diverse Board of Trustees that is dedicated to ensuring that the Internet stays open, transparent and defined by you.
We are the world's trusted independent source of leadership for Internet policy,technology standards, and future development. More than simply advancing technology, we work to ensure the Internet continues to grow and evolve as a platform for innovation, economic development, and social progress for people around the world.
With offices around the world, we work to ensure that the Internet and the web that is built on it:
Continues to develop as an open platform that empowers people to share ideas and connect in new and innovative ways
​Serves the economic, social, and educational needs of individuals throughout the world – today and in the future""",ISOC,http://www.internetsociety.org/,,1992,,,Global,,,,,
Internet Assigned Numbers Authority,Actor,"""The Internet Assigned Numbers Authority (IANA) is a department of ICANN responsible for coordinating some of the key elements that keep the Internet running smoothly. Whilst the Internet is renowned for being a worldwide network free from central coordination, there is a technical need for some key parts of the Internet to be globally coordinated, and this coordination role is undertaken by IANA.
Specifically, IANA allocates and maintains unique codes and numbering systems that are used in the technical standards (“protocols”) that drive the Internet.
IANA’s various activities can be broadly grouped in to three categories:
Domain Names
IANA manages the DNS Root, the .int and .arpa domains, and an IDN practices resource.
Number Resources
IANA coordinates the global pool of IP and AS numbers, providing them to Regional Internet Registries.
Protocol Assignments
Internet protocols’ numbering systems are managed by IANA in conjunction with standards bodies.
IANA is one of the Internet's oldest institutions, with its activities dating back to the 1970s. Today it is a set of services provided by the Internet Corporation for Assigned Names and Numbers, an internationally-organised non-profit organisation set up by the Internet community to help coordinate IANA’s areas of responsibilities.""",IANA,https://www.iana.org/,,,,,Global,,,,,
IPv6 Consumer Guide: All About IPv6,Research & Advocacy,"This ebook gives a basic introduction to IPv6, then provides tutorials for configuring IPv6 on consumer devices. It explains what IPv6 is all about, by explaining IPv4 exhaustion and other benefits of IPv6 adoption. It also includes tutorials detailing how to enable and configure IPv6 and 6in4 tunneling on typical consumer software including; Windows 7, Apple’s OS X, VPN clients, and home routers.",,http://www.ipv6now.hk/en/Resources_ConsumerGuide.php,,,6/1/2012,,Global,,,,,
IPv6 For All: A Guide for IPv6 Usage and Application in Different Environments,Research & Advocacy,"This book was created with the aim of providing the Internet community, both local as well as global, with a manual that includes the tools necessary to encourage and promote the adoption of the IPv6 protocol in different environments, and was also motivated by the concerns that have arisen regarding the new protocol’s late adoption. 
Structured in Chapters each corresponding to a specific environment, “IPv6 for All” explains, in a clear and simple manner, the steps and requirements involved in configuring and implementing the new version of the IP protocol in environments as diverse as Residential Networks, Research and Education Networks, companies, Internet Service Providers, End Users, or Services. ",,http://www.ipv6forum.com/dl/books/ipv6forall.pdf,,,2009,,Global,,,,,
